Biomename,Udvardy ,Perimeter,Provname,Biome,Realm,Realmprov,Udvardy,Area,Province,latitude,longitude
Sub-tropical / Temperate rain forests / Woodlands,445.0,2.895,Sitkan,02,1.0,101,1740.0,0.135,01,60.0763511657715,-147.413581848145
Tundra communities,238.0,1.856,Greenland Tundra,09,1.0,116,91.0,0.135,16,71.2629737854004,-52.7539119720459
Tundra communities,221.0,4.079,Higharctic Tundra,09,2.0,226,347.0,0.136,26,72.7176399230957,128.329677581787
Tropical dry forests / Woodlands,1577.0,2.097,Northern Coastal,04,6.0,603,1331.0,0.137,03,-11.5811100006104,130.326400756836
Mixed island systems,950.0,2.017,Hawaiian,13,5.0,503,660.0,0.138,03,21.4859800338745,-157.956283569336
Tundra communities,619.0,3.872,Aleutian Islands,09,1.0,112,396.0,0.138,12,52.210620880127,-174.660041809082
Tundra communities,13.0,3.586,Arctic Desert,09,2.0,225,1666.0,0.138,25,81.7865180969238,58.6694526672363
Tundra communities,309.0,1.911,Arctic Archipelago,09,1.0,115,61.0,0.139,15,68.5169715881348,-75.0944137573242
Tundra communities,38.0,3.158,Arctic Desert,09,2.0,225,241.0,0.14,25,80.6925506591797,56.2209968566895
Tundra communities,368.0,2.065,Canadian Tundra,09,1.0,114,73.0,0.141,14,63.5265960693359,-77.0109062194824
Mixed island systems,1234.0,2.185,Sumatra,13,4.0,421,946.0,0.141,21,2.64499950408936,96.0895576477051
Tundra communities,134.0,3.593,Higharctic Tundra,09,2.0,226,323.0,0.142,26,76.1977081298828,95.949520111084
Mixed island systems,1362.0,2.464,Papuan,13,5.0,501,1207.0,0.143,01,-2.09361153841019,146.983001708984
Tundra communities,4.0,4.034,Arctic Desert and Icecap,09,1.0,117,83.0,0.143,17,83.2320823669434,-39.6798057556152
Tundra communities,12.0,2.223,Arctic Desert and Icecap,09,1.0,117,107.0,0.144,17,82.0200614929199,-20.2601909637451
Tundra communities,340.0,1.644,Arctic Archipelago,09,1.0,115,69.0,0.145,15,65.7813339233398,-84.8760681152344
Mixed island systems,1603.0,1.556,Central Polynesian,13,5.0,505,1051.0,0.146,05,-13.6324977874756,-172.47297668457
Mixed mountain systems,431.0,4.454,Scottish Highlands,12,2.0,231,1726.0,0.146,31,60.2391300201416,-1.37636512517929
Mixed island systems,1298.0,2.219,Papuan,13,5.0,501,1929.0,0.147,01,-0.599459752440453,127.592498779297
Mixed island systems,957.0,1.92,Bahamas-Bermudean,13,8.0,838,728.0,0.147,38,21.122971534729,-73.3543739318848
Tundra communities,342.0,2.365,Greenland Tundra,09,1.0,116,97.0,0.148,16,65.736328125,-37.6280975341797
Tropical humid forests,1733.0,2.611,Queensland Coastal,01,6.0,601,1429.0,0.148,01,-25.2484741210938,153.155517578125
Temperate needle-leaf forests / Woodlands,265.0,2.537,West Eurasian Taiga,03,2.0,203,179.0,0.15,03,69.9388961791992,19.205943107605
Mixed island systems,835.0,2.166,Macaronesian Islands,13,2.0,240,808.0,0.151,40,28.3952474594116,-14.1574721336365
Sub-tropical / Temperate rain forests / Woodlands,1777.0,1.982,Tasmanian,02,6.0,602,2009.0,0.153,02,-39.9891700744629,148.046752929688
Sub-tropical / Temperate rain forests / Woodlands,1871.0,2.575,Chilean Nothofagus,02,8.0,811,1523.0,0.153,11,-48.3539562225342,-75.3288154602051
Tundra communities,145.0,2.934,Arctic Desert and Icecap,09,1.0,117,20.0,0.155,17,75.8642845153809,-102.666698455811
Sub-tropical / Temperate rain forests / Woodlands,1971.0,3.291,Chilean Nothofagus,02,8.0,811,1606.0,0.156,11,-54.1611843109131,-71.3421440124512
Tundra communities,268.0,2.538,Greenland Tundra,09,1.0,116,94.0,0.156,16,69.7094993591309,-51.0263900756836
Mixed island systems,962.0,1.899,Hawaiian,13,5.0,503,663.0,0.158,03,20.8148126602173,-156.344680786133
Mixed island systems,1694.0,1.636,Mascarene Islands,13,3.0,325,1143.0,0.159,25,-20.2731771469116,57.5944042205811
Temperate broad-leaf forests,694.0,2.679,Manchu-Japanese Mixed Forest,05,2.0,214,1790.0,0.159,14,45.8956317901611,150.003059387207
Mixed island systems,1497.0,2.312,Papuan,13,5.0,501,1383.0,0.16,01,-8.27722382545471,157.562454223633
Sub-tropical / Temperate rain forests / Woodlands,1955.0,4.808,Chilean Nothofagus,02,8.0,811,1592.0,0.161,11,-53.0417098999023,-73.9196968078613
Mixed island systems,1354.0,1.946,Papuan,13,5.0,501,1203.0,0.161,01,-1.87577849626541,130.075500488281
Tundra communities,415.0,2.12,Canadian Tundra,09,1.0,114,81.0,0.161,14,61.5117053985596,-65.0725593566895
Tundra communities,291.0,1.966,Arctic Archipelago,09,1.0,115,59.0,0.162,15,69.2702484130859,-77.0110855102539
Temperate needle-leaf forests / Woodlands,270.0,3.914,West Eurasian Taiga,03,2.0,203,180.0,0.163,03,69.7046356201172,18.5290193557739
Evergreen Sclerophyllous forests,736.0,2.719,Mediterranean Sclerophyll,06,2.0,217,572.0,0.167,17,39.1690692901611,26.2309455871582
Temperate broad-leaf forests,251.0,4.686,Subarctic Birchwoods,05,2.0,206,171.0,0.168,06,70.6575393676758,22.7745552062988
Mixed island systems,1397.0,1.964,Borneo,13,4.0,425,1159.0,0.169,25,-3.64639008045197,116.163551330566
Temperate needle-leaf forests / Woodlands,300.0,4.545,West Eurasian Taiga,03,2.0,203,185.0,0.169,03,68.7879371643066,14.8858232498169
Sub-tropical / Temperate rain forests / Woodlands,1966.0,2.578,Chilean Nothofagus,02,8.0,811,1601.0,0.17,11,-53.8913497924805,-70.6235618591309
Sub-tropical / Temperate rain forests / Woodlands,794.0,1.835,Japanese Evergreen Forest,02,2.0,202,632.0,0.171,02,33.367301940918,126.554344177246
Tropical humid forests,1278.0,1.889,Madeiran,01,8.0,806,1903.0,0.171,06,0.131522838026285,-50.0172271728516
Tundra communities,35.0,4.046,Arctic Desert,09,2.0,225,239.0,0.172,25,80.8022270202637,54.9732685089111
Mixed island systems,1505.0,2.305,Lesser Sunda Islands,13,4.0,423,1306.0,0.172,23,-8.29819679260254,124.737747192383
Temperate broad-leaf forests,545.0,2.553,Kamchatkan,05,2.0,207,643.0,0.172,07,55.0167083740234,166.200294494629
Tundra communities,237.0,3.182,Higharctic Tundra,09,2.0,226,262.0,0.175,26,71.1763343811035,52.7114238739014
Mixed island systems,1644.0,2.334,East Melanesian,13,5.0,507,1404.0,0.177,07,-16.2332000732422,167.490798950195
Temperate broad-leaf forests,562.0,2.315,Middle European Forest,05,2.0,211,541.0,0.179,11,54.7861614227295,11.4281606674194
Tundra communities,18.0,3.777,Arctic Desert,09,2.0,225,231.0,0.18,25,81.4612274169922,57.6685047149658
Tundra communities,339.0,3.694,Arctic Archipelago,09,1.0,115,68.0,0.181,15,65.8721580505371,-83.8405418395996
Tropical dry forests / Woodlands,1608.0,2.973,Northern Coastal,04,6.0,603,1340.0,0.181,03,-13.9769501686096,136.654647827148
Tundra communities,147.0,2.122,Arctic Desert,09,2.0,225,331.0,0.182,25,75.6163635253906,135.804618835449
Mixed island systems,1350.0,3.137,Papuan,13,5.0,501,1197.0,0.183,01,-1.75357049703598,136.158699035645
Sub-tropical / Temperate rain forests / Woodlands,1855.0,2.972,Neozealandia,02,7.0,701,1660.0,0.184,01,-46.9836139678955,167.892448425293
Mixed island systems,1241.0,1.706,Papuan,13,5.0,501,1039.0,0.185,01,2.32492899894714,128.44189453125
Tundra communities,121.0,2.923,Arctic Desert and Icecap,09,1.0,117,16.0,0.186,17,76.7957153320312,-114.155605316162
Mixed island systems,1330.0,2.997,Sulawesi (Celebes),13,4.0,424,1957.0,0.186,24,-1.38625001907349,123.180446624756
Sub-tropical / Temperate rain forests / Woodlands,585.0,2.722,Sitkan,02,1.0,101,429.0,0.189,01,53.5567569732666,-129.852737426758
Tundra communities,67.0,3.509,Arctic Desert,09,2.0,225,1676.0,0.191,25,79.9894142150879,59.1266441345215
Mixed island systems,838.0,2.149,Macaronesian Islands,13,2.0,240,810.0,0.191,40,28.2810840606689,-16.5113487243652
Tundra communities,32.0,4.417,Arctic Desert,09,2.0,225,238.0,0.191,25,80.9718475341797,57.1822299957275
Mixed island systems,1457.0,2.1,Papuan,13,5.0,501,1273.0,0.194,01,-6.54714345932007,134.272895812988
Temperate broad-leaf forests,705.0,3.122,Manchu-Japanese Mixed Forest,05,2.0,214,609.0,0.194,14,44.0798225402832,145.984382629395
Mixed island systems,938.0,2.073,Cuban,13,8.0,839,726.0,0.196,39,21.6824893951416,-82.8616943359375
Mixed island systems,1336.0,1.972,Papuan,13,5.0,501,1191.0,0.204,01,-1.5397225022316,127.76830291748
Tundra communities,123.0,2.467,Arctic Desert and Icecap,09,1.0,117,1683.0,0.205,17,76.6514205932617,-90.131664276123
Tundra communities,154.0,2.529,Arctic Desert and Icecap,09,1.0,117,127.0,0.207,17,74.8689613342285,-20.2129383087158
Tundra communities,124.0,2.984,Arctic Desert and Icecap,09,1.0,117,125.0,0.207,17,76.3208923339844,-18.8448162078857
Mixed island systems,1487.0,2.6,Lesser Sunda Islands,13,4.0,423,1288.0,0.21,23,-7.80930685997009,126.308444976807
Tundra communities,276.0,3.832,Arctic Archipelago,09,1.0,115,57.0,0.211,15,69.6520042419434,-80.0659675598145
Mixed island systems,1315.0,2.675,Papuan,13,5.0,501,1942.0,0.212,01,-0.930694758892059,135.877296447754
Tundra communities,55.0,3.524,Arctic Desert,09,2.0,225,253.0,0.222,25,80.2872848510742,53.0173854827881
Mixed island systems,1709.0,1.808,Mascarene Islands,13,3.0,325,1146.0,0.223,25,-21.1404256820679,55.5822353363037
Sub-tropical / Temperate rain forests / Woodlands,1816.0,3.39,Valdivian Forest,02,8.0,810,1475.0,0.224,10,-44.654317855835,-73.0911903381348
Mixed island systems,1351.0,2.569,Sulawesi (Celebes),13,4.0,424,1202.0,0.231,24,-1.8261114358902,124.826499938965
Mixed island systems,1429.0,2.704,Sulawesi (Celebes),13,4.0,424,1243.0,0.235,24,-5.02696633338928,122.524700164795
Tundra communities,594.0,3.221,Aleutian Islands,09,1.0,112,389.0,0.236,12,53.2132244110107,-168.39794921875
Tundra communities,207.0,2.258,Higharctic Tundra,09,2.0,226,294.0,0.24,26,72.8950653076172,79.0773468017578
Tundra communities,107.0,3.322,Arctic Desert and Icecap,09,1.0,117,12.0,0.243,17,77.7834053039551,-101.729862213135
Mixed mountain systems,495.0,4.05,Scottish Highlands,12,2.0,231,495.0,0.244,31,57.3567352294922,-6.22003245353699
Tundra communities,318.0,2.061,Arctic Archipelago,09,1.0,115,63.0,0.244,15,68.0142478942871,-86.6753883361816
Mixed island systems,1462.0,2.909,Papuan,13,5.0,501,1371.0,0.245,01,-7.01902866363525,156.986747741699
Tundra communities,293.0,2.987,Arctic Archipelago,09,1.0,115,60.0,0.247,15,69.1062355041504,-78.8129959106445
Tundra communities,20.0,5.772,Arctic Desert,09,2.0,225,233.0,0.248,25,81.2689170837402,56.6577777862549
Tundra communities,176.0,3.685,Arctic Desert and Icecap,09,1.0,117,25.0,0.25,17,73.9733238220215,-98.5340614318848
Tundra communities,371.0,2.372,Canadian Tundra,09,1.0,114,74.0,0.25,14,63.2925987243652,-78.0353240966797
Mixed island systems,1287.0,4.203,Papuan,13,5.0,501,1917.0,0.256,01,-0.22857092320919,130.778945922852
Mixed island systems,1556.0,2.927,Papuan,13,5.0,501,1396.0,0.256,01,-10.523895740509,161.83674621582
Tundra communities,89.0,4.211,Arctic Desert,09,2.0,225,165.0,0.257,25,78.5454025268555,11.3238229751587
Temperate needle-leaf forests / Woodlands,551.0,2.787,East Siberian Taiga,03,2.0,204,602.0,0.264,04,54.9035110473633,137.71019744873
Mixed island systems,1473.0,2.873,Papuan,13,5.0,501,1290.0,0.265,01,-7.57277703285217,131.41284942627
Temperate broad-leaf forests,655.0,2.838,Kamchatkan,05,2.0,207,657.0,0.265,07,50.3851165771484,155.669876098633
Sub-tropical / Temperate rain forests / Woodlands,511.0,6.251,Sitkan,02,1.0,101,415.0,0.276,01,56.4662284851074,-134.047920227051
Tundra communities,104.0,3.356,Arctic Desert and Icecap,09,1.0,117,11.0,0.28,17,77.8785552978516,-114.333152770996
Mixed island systems,1069.0,3.526,Philippines,13,4.0,426,995.0,0.283,26,12.1617155075073,123.612133026123
Temperate needle-leaf forests / Woodlands,518.0,6.391,Canadian Taiga,03,1.0,104,464.0,0.285,04,56.1969299316406,-79.4512100219727
Tundra communities,486.0,4.568,Aleutian Islands,09,1.0,112,368.0,0.288,12,58.2358741760254,-152.595352172852
Sub-tropical / Temperate rain forests / Woodlands,601.0,4.064,Sitkan,02,1.0,101,432.0,0.29,01,52.9488296508789,-128.854560852051
Warm deserts / semi-deserts,1061.0,2.726,Somalian,07,3.0,314,839.0,0.292,14,12.5230717658997,53.9621829986572
Tundra communities,170.0,2.38,Arctic Desert,09,2.0,225,333.0,0.295,25,74.087100982666,140.589637756348
Mixed island systems,1136.0,2.404,Philippines,13,4.0,426,1010.0,0.307,26,9.8701114654541,124.193405151367
Mixed island systems,1484.0,3.843,Papuan,13,5.0,501,1384.0,0.308,01,-8.04139113426208,159.16805267334
Mixed island systems,1519.0,3.471,Papuan,13,5.0,501,1389.0,0.308,01,-8.97083568572998,160.97925567627
Mixed island systems,1325.0,2.744,Sumatra,13,4.0,421,1949.0,0.316,21,-1.36638903617859,98.9421997070312
Tundra communities,224.0,3.208,Higharctic Tundra,09,2.0,226,296.0,0.317,26,72.4505386352539,77.6243133544922
Mixed island systems,1444.0,3.056,Papuan,13,5.0,501,1264.0,0.318,01,-5.89744901657104,134.487602233887
Tundra communities,56.0,3.545,Arctic Desert,09,2.0,225,254.0,0.319,25,80.2138366699219,56.4315147399902
Tropical humid forests,1309.0,2.739,Madeiran,01,8.0,806,1937.0,0.32,06,-1.00396636128426,-51.5490341186523
Mixed mountain systems,485.0,5.534,Scottish Highlands,12,2.0,231,489.0,0.322,31,58.1151809692383,-6.64252281188965
Tundra communities,10.0,4.429,Arctic Desert and Icecap,09,1.0,117,87.0,0.323,17,82.146167755127,-52.2876052856445
Mixed island systems,883.0,3.265,Bahamas-Bermudean,13,8.0,838,702.0,0.329,38,24.7366056442261,-78.078498840332
Temperate broad-leaf forests,470.0,3.656,Kamchatkan,05,2.0,207,1765.0,0.333,07,58.851131439209,164.046310424805
Mixed island systems,1260.0,2.913,Sumatra,13,4.0,421,1889.0,0.336,21,1.04388865828514,97.4977607727051
Evergreen Sclerophyllous forests,803.0,3.449,Mediterranean Sclerophyll,06,2.0,217,588.0,0.337,17,32.7544288635254,21.7655010223389
Tundra communities,135.0,4.087,Arctic Desert and Icecap,09,1.0,117,19.0,0.338,17,76.1642532348633,-103.498943328857
Tundra communities,1990.0,3.56,Insulantarctica,09,7.0,704,1622.0,0.343,04,-55.113941192627,-67.7090873718262
Mixed island systems,1050.0,5.735,Andaman and Nicobar Islands,13,4.0,420,884.0,0.345,20,12.536425113678,92.8150787353516
Temperate broad-leaf forests,698.0,5.697,Manchu-Japanese Mixed Forest,05,2.0,214,1792.0,0.349,14,44.9574775695801,147.845886230469
Temperate needle-leaf forests / Woodlands,284.0,7.241,West Eurasian Taiga,03,2.0,203,181.0,0.352,03,69.3020477294922,17.4336538314819
Mixed island systems,1423.0,4.27,Sulawesi (Celebes),13,4.0,424,1252.0,0.355,24,-5.04152894020081,122.890701293945
Tundra communities,322.0,3.312,Canadian Tundra,09,1.0,114,62.0,0.357,14,67.9670181274414,-74.0612716674805
Tundra communities,127.0,4.116,Arctic Desert and Icecap,09,1.0,117,18.0,0.358,17,76.4837951660156,-103.84049987793
Temperate broad-leaf forests,725.0,6.444,Eastern Forest,05,1.0,105,478.0,0.358,05,40.8612327575684,-72.9331321716309
Mixed island systems,1620.0,3.349,East Melanesian,13,5.0,507,1404.0,0.36,07,-15.1454200744629,166.880104064941
Tundra communities,152.0,3.074,Arctic Desert and Icecap,09,1.0,117,21.0,0.362,17,75.2236328125,-104.248203277588
Mixed island systems,1468.0,3.426,Java,13,4.0,422,1174.0,0.366,22,-7.05555653572083,113.409000396729
Mixed island systems,1379.0,2.776,Sumatra,13,4.0,421,1155.0,0.366,21,-2.90348649024963,107.920097351074
Tundra communities,583.0,6.758,Aleutian Islands,09,1.0,112,387.0,0.368,12,53.6392841339111,-167.032600402832
Mixed island systems,1103.0,4.264,Philippines,13,4.0,426,1014.0,0.369,26,10.3449635505676,123.689392089844
Mixed island systems,1517.0,3.067,Lesser Sunda Islands,13,4.0,423,1184.0,0.372,23,-8.57237911224365,116.288848876953
Mixed island systems,1281.0,3.918,Galapagos Islands,13,8.0,844,1908.0,0.377,44,-0.441227249801159,-91.1969337463379
Tundra communities,153.0,4.981,Arctic Desert and Icecap,09,1.0,117,126.0,0.38,17,75.170711517334,-18.1378307342529
Evergreen Sclerophyllous forests,732.0,3.107,Mediterranean Sclerophyll,06,2.0,217,570.0,0.381,17,39.5893363952637,2.91080939769745
Evergreen Sclerophyllous forests,741.0,4.936,Mediterranean Sclerophyll,06,2.0,217,579.0,0.383,17,38.4949188232422,23.7115211486816
Sub-tropical / Temperate rain forests / Woodlands,604.0,8.153,Sitkan,02,1.0,101,437.0,0.387,01,52.6855354309082,-131.781913757324
Temperate needle-leaf forests / Woodlands,605.0,3.117,Canadian Taiga,03,1.0,104,465.0,0.392,04,52.9482688903809,-81.3643112182617
Tropical humid forests,1117.0,3.536,Guyanan,01,8.0,804,1864.0,0.393,04,10.4380149841309,-61.4263706207275
Sub-tropical / Temperate rain forests / Woodlands,506.0,4.436,Sitkan,02,1.0,101,411.0,0.4,01,56.759838104248,-133.469192504883
Sub-tropical / Temperate rain forests / Woodlands,533.0,5.57,Sitkan,02,1.0,101,419.0,0.401,01,55.5690460205078,-131.376274108887
Temperate broad-leaf forests,540.0,3.735,Middle European Forest,05,2.0,211,537.0,0.424,11,55.3207130432129,10.2563600540161
Tundra communities,66.0,3.673,Arctic Desert and Icecap,09,1.0,117,7.0,0.43,17,79.9085807800293,-99.4146499633789
Mixed island systems,1543.0,3.086,Papuan,13,5.0,501,1392.0,0.434,01,-9.59791946411133,160.216506958008
Tundra communities,29.0,6.709,Arctic Desert,09,2.0,225,240.0,0.436,25,80.9050827026367,56.0693168640137
Mixed island systems,1500.0,3.499,Java,13,4.0,422,1183.0,0.441,22,-8.45875263214111,115.078701019287
Tundra communities,167.0,3.912,Arctic Desert and Icecap,09,1.0,117,130.0,0.444,17,74.2585945129395,-21.0572261810303
Temperate needle-leaf forests / Woodlands,302.0,7.847,West Eurasian Taiga,03,2.0,203,187.0,0.456,03,68.6108589172363,15.7788591384888
Evergreen Sclerophyllous forests,1761.0,4.036,Southern Sclerophyll,06,6.0,605,1643.0,0.458,05,-35.8347301483154,137.335647583008
Tundra communities,50.0,6.08,Arctic Desert,09,2.0,225,1674.0,0.463,25,80.2949256896973,58.1078491210938
Tundra communities,109.0,4.412,Arctic Desert and Icecap,09,1.0,117,15.0,0.468,17,77.4256553649902,-105.231151580811
Tundra communities,266.0,3.708,Higharctic Tundra,09,2.0,226,361.0,0.471,26,69.7927207946777,168.598670959473
Sub-tropical / Temperate rain forests / Woodlands,1964.0,9.001,Chilean Nothofagus,02,8.0,811,1599.0,0.474,11,-53.7577571868896,-72.8788223266602
Mixed island systems,1648.0,5.726,East Melanesian,13,5.0,507,1410.0,0.476,07,-16.5789852142334,179.234199523926
Tundra communities,210.0,6.059,Greenland Tundra,09,1.0,116,133.0,0.477,16,72.8702049255371,-23.2435865402222
Tundra communities,112.0,3.466,Arctic Desert and Icecap,09,1.0,117,1679.0,0.48,17,77.4237060546875,-90.4262428283691
Tropical dry forests / Woodlands,1572.0,4.101,Northern Coastal,04,6.0,603,1333.0,0.483,03,-11.5466651916504,130.9521484375
Tundra communities,1972.0,7.859,Insulantarctica,09,7.0,704,1636.0,0.487,04,-54.4447898864746,-36.905294418335
Tundra communities,143.0,4.392,Arctic Desert and Icecap,09,1.0,117,1686.0,0.506,17,75.8040008544922,-118.429050445557
Tundra communities,197.0,5.061,Higharctic Tundra,09,2.0,226,292.0,0.525,26,73.265739440918,70.7725524902344
Tundra communities,164.0,4.253,Higharctic Tundra,09,2.0,226,326.0,0.551,26,74.3186798095703,112.439468383789
Sub-tropical / Temperate rain forests / Woodlands,1992.0,11.335,Chilean Nothofagus,02,8.0,811,1628.0,0.564,11,-55.3239364624023,-68.9907264709473
Tundra communities,556.0,4.523,Aleutian Islands,09,1.0,112,381.0,0.57,12,54.7231025695801,-163.996101379395
Tundra communities,95.0,5.396,Arctic Desert,09,2.0,225,166.0,0.57,25,78.400691986084,21.1971836090088
Tundra communities,37.0,9.089,Arctic Desert,09,2.0,225,245.0,0.572,25,80.6420211791992,46.8597316741943
Tundra communities,397.0,2.939,Canadian Tundra,09,1.0,114,80.0,0.578,14,61.9868240356445,-79.7762222290039
Mixed island systems,1380.0,7.409,Papuan,13,5.0,501,1367.0,0.58,01,-3.70250058174133,151.930252075195
Tundra communities,1923.0,8.71,Insulantarctica,09,7.0,704,2019.0,0.582,04,-51.7865562438965,-60.1210327148438
Mixed island systems,1096.0,5.328,Philippines,13,4.0,426,1006.0,0.586,26,10.797167301178,124.779106140137
Sub-tropical / Temperate rain forests / Woodlands,497.0,6.375,Sitkan,02,1.0,101,413.0,0.587,01,56.8653774261475,-135.138938903809
Lake systems,1217.0,5.228,Lake Rudolf,14,3.0,326,841.0,0.594,26,3.46158945560455,36.2894077301025
Tropical dry forests / Woodlands,872.0,4.077,Everglades,04,8.0,812,697.0,0.606,12,25.5776052474976,-80.6924018859863
Lake systems,1633.0,5.916,Lake Titicaca,14,8.0,847,1091.0,0.609,47,-15.9229717254639,-69.3109436035156
Tundra communities,235.0,3.863,Alaskan Tundra,09,1.0,113,1.0,0.647,13,71.2595138549805,-178.213851928711
Tundra communities,71.0,7.118,Arctic Desert,09,2.0,225,305.0,0.648,25,79.8508415222168,92.3985481262207
Sub-tropical / Temperate rain forests / Woodlands,487.0,8.012,Sitkan,02,1.0,101,408.0,0.653,01,57.7060451507568,-134.403747558594
Temperate needle-leaf forests / Woodlands,687.0,8.712,Canadian Taiga,03,1.0,104,471.0,0.655,04,46.5034980773926,-63.1898384094238
Mixed island systems,1395.0,3.502,Sulawesi (Celebes),13,4.0,424,1224.0,0.675,24,-3.44722306728363,126.632751464844
Tundra communities,442.0,4.828,Alaskan Tundra,09,1.0,113,1737.0,0.675,13,60.0803737640381,-166.498672485352
Evergreen Sclerophyllous forests,701.0,5.381,Mediterranean Sclerophyll,06,2.0,217,590.0,0.701,17,44.8886451721191,33.8348846435547
Sub-tropical / Temperate rain forests / Woodlands,1883.0,10.55,Chilean Nothofagus,02,8.0,811,1536.0,0.711,11,-49.3675670623779,-74.9418296813965
Mixed island systems,1443.0,4.448,Papuan,13,5.0,501,1370.0,0.714,01,-6.15736198425293,155.332145690918
Lake systems,471.0,11.331,,14,2.0,292,1766.0,0.737,,58.6139144897461,38.0986061096191
Tundra communities,223.0,7.01,Higharctic Tundra,09,2.0,226,352.0,0.742,26,72.3526344299316,128.098743438721
Mixed island systems,990.0,4.258,Greater Antillean,13,8.0,840,750.0,0.752,40,18.2190723419189,-66.442440032959
Evergreen Sclerophyllous forests,814.0,8.138,Mediterranean Sclerophyll,06,2.0,217,1819.0,0.753,17,31.2521781921387,31.6080770492554
Tundra communities,259.0,6.214,Higharctic Tundra,09,2.0,226,1701.0,0.79,26,70.081657409668,59.4763469696045
Evergreen Sclerophyllous forests,771.0,7.34,Mediterranean Sclerophyll,06,2.0,217,587.0,0.802,17,35.3078079223633,24.9209938049316
Tundra communities,1918.0,10.739,Insulantarctica,09,7.0,704,2016.0,0.803,04,-51.7972431182861,-58.7220287322998
Tundra communities,27.0,6.565,Arctic Desert,09,2.0,225,272.0,0.809,25,80.9349250793457,63.9847621917725
Sub-tropical / Temperate rain forests / Woodlands,489.0,9.096,Sitkan,02,1.0,101,407.0,0.819,01,57.817699432373,-135.619300842285
Tundra communities,279.0,8.675,Alaskan Tundra,09,1.0,113,6.0,0.819,13,69.2167510986328,-134.869499206543
Mixed island systems,1052.0,4.442,Philippines,13,4.0,426,1852.0,0.82,26,12.8664145469666,120.936153411865
Tundra communities,367.0,8.027,Alaskan Tundra,09,1.0,113,4.0,0.822,13,63.365779876709,-170.266822814941
Tundra communities,108.0,6.698,Arctic Desert and Icecap,09,1.0,117,13.0,0.863,17,77.6185607910156,-94.7106552124023
Sub-tropical / Temperate rain forests / Woodlands,578.0,8.848,Sitkan,02,1.0,101,430.0,0.864,01,53.6645660400391,-132.397155761719
Sub-tropical / Temperate rain forests / Woodlands,1789.0,6.492,Valdivian Forest,02,8.0,810,1447.0,0.894,10,-42.5761985778809,-73.8915138244629
Mixed island systems,1544.0,4.671,Lesser Sunda Islands,13,4.0,423,1979.0,0.904,23,-9.79986524581909,119.884696960449
Mixed island systems,970.0,4.159,Hawaiian,13,5.0,503,665.0,0.91,03,19.5978546142578,-155.423027038574
Tundra communities,220.0,7.6,Greenland Tundra,09,1.0,116,134.0,0.913,16,72.4873924255371,-23.207781791687
Evergreen Sclerophyllous forests,772.0,6.175,Mediterranean Sclerophyll,06,2.0,217,592.0,0.913,17,35.1164112091064,33.4252529144287
Mixed island systems,1663.0,4.222,East Melanesian,13,5.0,507,1411.0,0.916,07,-17.7825050354004,177.976852416992
Mixed island systems,989.0,5.342,Greater Antillean,13,8.0,840,753.0,0.928,40,18.1086559295654,-77.2806205749512
Evergreen Sclerophyllous forests,716.0,5.448,Mediterranean Sclerophyll,06,2.0,217,564.0,0.936,17,42.1847915649414,9.04937314987183
Tundra communities,9.0,7.479,Arctic Desert and Icecap,09,1.0,117,89.0,0.941,17,82.3702621459961,-46.0808410644531
Sub-tropical / Temperate rain forests / Woodlands,526.0,11.998,Sitkan,02,1.0,101,424.0,0.943,01,55.5183506011963,-132.789039611816
Mixed island systems,1346.0,6.425,Sumatra,13,4.0,421,1156.0,0.95,21,-2.29966199398041,105.983348846436
Mixed island systems,1099.0,10.556,Philippines,13,4.0,426,1858.0,0.951,26,9.87386322021484,118.437438964844
Mixed island systems,1478.0,4.066,Papuan,13,5.0,501,1309.0,0.96,01,-7.90375065803528,138.348693847656
Mixed island systems,1088.0,5.504,Philippines,13,4.0,426,1004.0,0.965,26,11.1759133338928,122.499629974365
Tundra communities,384.0,4.835,Canadian Tundra,09,1.0,114,78.0,0.982,14,62.5584583282471,-82.904598236084
Temperate needle-leaf forests / Woodlands,660.0,6.1,Canadian Taiga,03,1.0,104,467.0,0.987,04,49.504280090332,-63.0862636566162
Tundra communities,247.0,7.57,Greenland Tundra,09,1.0,116,136.0,0.991,16,70.7471008300781,-26.7081842422485
Tundra communities,36.0,7.29,Arctic Desert,09,2.0,225,1672.0,1.002,25,80.6409645080566,60.7492904663086
Cold-winter deserts,1950.0,7.316,Patagonian,08,8.0,826,1583.0,1.002,26,-53.2988452911377,-68.361457824707
Mixed island systems,1070.0,6.196,Philippines,13,4.0,426,999.0,1.041,26,11.7990851402283,125.013893127441
Mixed island systems,1111.0,5.408,Philippines,13,4.0,426,1018.0,1.045,26,10.0130286216736,122.953712463379
Temperate broad-leaf forests,531.0,10.75,Middle European Forest,05,2.0,211,542.0,1.082,11,55.3476619720459,11.7456488609314
Tundra communities,289.0,5.296,Lowarctic Tundra,09,2.0,227,267.0,1.105,27,69.1142845153809,49.2698268890381
Tundra communities,93.0,8.699,Arctic Desert and Icecap,09,1.0,117,8.0,1.129,17,78.5066604614258,-111.290481567383
Mixed island systems,1503.0,9.395,Lesser Sunda Islands,13,4.0,423,1974.0,1.167,23,-8.59680843353271,117.974300384521
Mixed island systems,1501.0,8.814,Lesser Sunda Islands,13,4.0,423,1973.0,1.182,23,-8.51527976989746,121.41455078125
